LGA_CODE_2016,A55_64_SOLSE_VWW_12,A55_64_SOLSE_VWW_13,A55_64_SOLSE_VWW_14,A55_64_SOLSE_VWW_15,A55_64_SOLSE_VWW_16,A55_64_SOLSE_VWW_YNS,A55_64_SOLSE_VWW_T,A55_64_SOLSE_NWNAA_B00,A55_64_SOLSE_NWNAA_00_05,A55_64_SOLSE_NWNAA_06_10,A55_64_SOLSE_NWNAA_11,A55_64_SOLSE_NWNAA_12,A55_64_SOLSE_NWNAA_13,A55_64_SOLSE_NWNAA_14,A55_64_SOLSE_NWNAA_15,A55_64_SOLSE_NWNAA_16,A55_64_SOLSE_NWNAA_YNS,A55_64_SOLSE_NWNAA_T,A55_64_SOLSE_PinE_NS_B00,A55_64_SOLSE_PinE_NS_00_05,A55_64_SOLSE_PinE_NS_06_10,A55_64_SOLSE_PinE_NS_11,A55_64_SOLSE_PinE_NS_12,A55_64_SOLSE_PinE_NS_13,A55_64_SOLSE_PinE_NS_14,A55_64_SOLSE_PinE_NS_15,A55_64_SOLSE_PinE_NS_16,A55_64_SOLSE_PinE_NS_YNS,A55_64_SOLSE_PinE_NS_T,A55_64_SOLSE_T_B00,A55_64_SOLSE_T_00_05,A55_64_SOLSE_T_06_10,A55_64_SOLSE_T_11,A55_64_SOLSE_T_12,A55_64_SOLSE_T_13,A55_64_SOLSE_T_14,A55_64_SOLSE_T_15,A55_64_SOLSE_T_16,A55_64_SOLSE_T_YNS,A55_64_SOLSE_T_T,A55_64_L_PinE_NS_B00,A55_64_L_PinE_NS_00_05,A55_64_L_PinE_NS_06_10,A55_64_L_PinE_NS_11,A55_64_L_PinE_NS_12,A55_64_L_PinE_NS_13,A55_64_L_PinE_NS_14,A55_64_L_PinE_NS_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B00,A55_64_T_00_05,A55_64_T_06_10,A55_64_T_11,A55_64_T_12,A55_64_T_13,A55_64_T_14,A55_64_T_15,A55_64_T_16,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B00,A65_74_SEO_00_05,A65_74_SEO_06_10,A65_74_SEO_11,A65_74_SEO_12,A65_74_SEO_13,A65_74_SEO_14,A65_74_SEO_15,A65_74_SEO_16,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_SOLSE_VWW_B00,A65_74_SOLSE_VWW_00_05,A65_74_SOLSE_VWW_06_10,A65_74_SOLSE_VWW_11,A65_74_SOLSE_VWW_12,A65_74_SOLSE_VWW_13,A65_74_SOLSE_VWW_14,A65_74_SOLSE_VWW_15,A65_74_SOLSE_VWW_16,A65_74_SOLSE_VWW_YNS,A65_74_SOLSE_VWW_T,A65_74_SOLSE_NWNAA_B00,A65_74_SOLSE_NWNAA_00_05,A65_74_SOLSE_NWNAA_06_10,A65_74_SOLSE_NWNAA_11,A65_74_SOLSE_NWNAA_12,A65_74_SOLSE_NWNAA_13,A65_74_SOLSE_NWNAA_14,A65_74_SOLSE_NWNAA_15,A65_74_SOLSE_NWNAA_16,A65_74_SOLSE_NWNAA_YNS,A65_74_SOLSE_NWNAA_T,A65_74_SOLSE_PinE_NS_B00,A65_74_SOLSE_PinE_NS_00_05,A65_74_SOLSE_PinE_NS_06_10,A65_74_SOLSE_PinE_NS_11,A65_74_SOLSE_PinE_NS_12,A65_74_SOLSE_PinE_NS_13,A65_74_SOLSE_PinE_NS_14,A65_74_SOLSE_PinE_NS_15,A65_74_SOLSE_PinE_NS_16,A65_74_SOLSE_PinE_NS_YNS,A65_74_SOLSE_PinE_NS_T,A65_74_SOLSE_T_B00,A65_74_SOLSE_T_00_05,A65_74_SOLSE_T_06_10,A65_74_SOLSE_T_06,A65_74_SOLSE_T_12,A65_74_SOLSE_T_13,A65_74_SOLSE_T_14,A65_74_SOLSE_T_15,A65_74_SOLSE_T_16,A65_74_SOLSE_T_YNS,A65_74_SOLSE_T_T,A65_74_L_PinE_NS_B00,A65_74_L_PinE_NS_00_05,A65_74_L_PinE_NS_06_10,A65_74_L_PinE_NS_11,A65_74_L_PinE_NS_12,A65_74_L_PinE_NS_13,A65_74_L_PinE_NS_14,A65_74_L_PinE_NS_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B00,A65_74_T_00_05,A65_74_T_06_10,A65_74_T_11,A65_74_T_12,A65_74_T_13,A65_74_T_14,A65_74_T_15,A65_74_T_16,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B00,A75_84_SEO_00_05,A75_84_SEO_06_10,A75_84_SEO_11,A75_84_SEO_12,A75_84_SEO_13,A75_84_SEO_14,A75_84_SEO_15,A75_84_SEO_16,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_SOLSE_VWW_B00,A75_84_SOLSE_VWW_00_05,A75_84_SOLSE_VWW_06_10,A75_84_SOLSE_VWW_11,A75_84_SOLSE_VWW_12,A75_84_SOLSE_VWW_13,A75_84_SOLSE_VWW_14,A75_84_SOLSE_VWW_15,A75_84_SOLSE_VWW_16,A75_84_SOLSE_VWW_YNS,A75_84_SOLSE_VWW_T,A75_84_SOLSE_NWNAA_B00,A75_84_SOLSE_NWNAA_00_05,A75_84_SOLSE_NWNAA_06_10,A75_84_SOLSE_NWNAA_11,A75_84_SOLSE_NWNAA_12,A75_84_SOLSE_NWNAA_13,A75_84_SOLSE_NWNAA_14,A75_84_SOLSE_NWNAA_15,A75_84_SOLSE_NWNAA_16,A75_84_SOLSE_NWNAA_YNS,A75_84_SOLSE_NWNAA_T,A75_84_SOLSE_PinE_NS_B00,A75_84_SOLSE_PinE_NS_00_05,A75_84_SOLSE_PinE_NS_06_10,A75_84_SOLSE_PinE_NS_11,A75_84_SOLSE_PinE_NS_12,A75_84_SOLSE_PinE_NS_13,A75_84_SOLSE_PinE_NS_14,A75_84_SOLSE_PinE_NS_15,A75_84_SOLSE_PinE_NS_16,A75_84_SOLSE_PinE_NS_YNS,A75_84_SOLSE_PinE_NS_T,A75_84_SOLSE_T_B00,A75_84_SOLSE_T_00_05,A75_84_SOLSE_T_06_10,A75_84_SOLSE_T_11,A75_84_SOLSE_T_12,A75_84_SOLSE_T_13,A75_84_SOLSE_T_14,A75_84_SOLSE_T_15,A75_84_SOLSE_T_16,A75_84_SOLSE_T_YNS,A75_84_SOLSE_T_T,A75_84_L_PinE_NS_B00,A75_84_L_PinE_NS_00_05,A75_84_L_PinE_NS_06_10,A75_84_L_PinE_NS_11,A75_84_L_PinE_NS_12,A75_84_L_PinE_NS_13
LGA17650,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,3,80,86,0,0,0,0,0,0,0,0,0,88,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,97,29,0,0,0,0,0,0,0,0,3,27,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
LGA17750,0,0,0,3,0,12,142,0,0,3,0,3,0,3,3,11,13,43,0,0,0,0,0,0,0,0,0,0,0,91,29,21,0,4,3,5,4,8,23,183,0,0,0,0,0,0,0,0,0,0,0,473,48,29,10,10,8,3,4,8,47,638,388,8,6,0,0,0,3,0,0,7,416,68,4,6,0,0,0,0,0,0,12,92,10,0,3,3,0,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,78,7,9,0,0,5,0,0,0,18,112,3,0,0,0,0,0,0,0,0,0,3,467,17,19,0,0,5,3,0,0,27,535,186,3,4,0,0,0,0,0,0,8,204,41,0,0,0,0,0,0,0,0,3,41,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,40,0,0,0,0,0,0,0,0,9,54,0,0,0,0,0,0
LGA17850,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,3,32,32,0,0,0,0,0,0,0,0,0,32,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,36,12,0,0,0,0,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17900,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,90,0,4,0,0,0,0,0,0,4,98,80,0,0,0,0,0,0,0,0,3,85,42,0,0,0,0,0,0,0,0,0,45,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,3,133,46,0,0,0,0,0,0,0,0,0,47,32,0,0,0,0,0,0,0,0,0,34,3,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,5,43,0,0,0,0,0,0
LGA17950,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,0,0,0,0,0,16,15,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,3,21,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18020,0,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0,90,7,0,0,0,0,0,0,0,8,108,136,4,0,0,0,0,0,0,0,3,144,14,3,0,0,0,0,0,0,0,0,20,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,157,5,0,0,0,0,0,0,0,8,169,45,0,0,0,0,0,0,0,0,3,49,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
LGA18050,0,0,0,0,0,9,813,68,11,11,0,3,5,0,3,7,9,110,4,0,0,0,0,0,0,0,0,0,8,812,46,23,0,6,5,4,5,6,16,926,4,0,0,0,0,0,0,0,0,3,3,2169,144,64,11,7,10,10,12,7,44,2467,1144,44,32,8,4,7,6,6,0,15,1266,800,13,3,0,0,0,3,0,0,16,836,91,4,10,3,0,0,4,4,0,4,118,5,0,0,0,0,0,0,0,0,0,10,900,13,11,3,0,3,7,3,0,19,966,3,0,0,0,0,0,0,0,0,3,5,2051,54,46,10,4,10,12,10,0,40,2236,591,36,20,3,3,3,3,0,0,18,684,467,3,8,0,0,0,0,0,4,12,496,168,9,3,4,0,0,0,0,0,4,188,3,0,0,0,0,0,0,0,0,0,3,638,13,5,4,3,0,0,0,4,20,685,3,0,0,0,0,0
LGA18100,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,33,3,0,0,0,0,0,0,0,0,37,58,0,0,0,0,0,0,0,0,0,55,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,3,62,23,0,0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
LGA18200,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,76,3,3,0,0,0,0,0,0,5,88,53,0,0,0,0,0,0,0,0,0,59,14,0,0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,74,18,0,0,0,0,0,0,0,0,0,18,7,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0
LGA18230,0,0,0,0,0,0,102,7,0,0,0,0,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,82,16,13,0,0,0,0,6,0,0,113,0,0,0,0,0,0,0,0,0,7,10,356,21,18,3,3,3,0,6,0,22,429,335,5,6,0,0,0,0,0,0,14,366,56,0,4,0,0,0,0,0,0,4,70,7,0,0,0,0,0,0,0,3,4,16,0,0,0,0,0,0,0,0,0,0,0,64,4,4,0,0,0,0,0,3,8,84,0,0,0,0,0,0,0,0,0,3,3,399,5,10,0,0,0,0,0,3,19,455,136,0,0,0,0,0,0,0,0,4,151,35,0,0,0,0,0,0,0,0,3,41,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,6,43,0,0,0,0,0,0
LGA18250,4,15,14,9,5,32,1693,387,98,102,30,32,30,43,49,29,58,858,10,0,3,0,0,0,0,0,0,0,13,1862,195,149,39,38,44,53,60,37,95,2564,0,0,0,0,0,0,0,0,0,0,0,3075,245,183,36,49,44,59,57,41,111,3906,971,16,12,3,3,0,0,3,0,21,1022,1098,45,13,0,7,0,3,3,3,24,1194,346,53,91,24,11,21,31,30,13,47,661,7,0,0,0,0,0,0,0,0,0,14,1455,95,101,30,19,22,30,31,20,70,1866,0,0,0,0,0,0,0,0,0,0,0,2425,115,114,30,18,24,34,35,20,88,2892,431,8,3,0,0,0,0,0,0,10,456,622,18,3,0,0,0,0,3,0,17,667,372,40,31,6,3,4,6,5,3,7,473,3,0,0,0,3,0,0,0,0,0,10,1000,61,36,8,6,6,9,10,3,22,1151,0,0,0,0,0,0
LGA18350,0,0,4,0,0,5,205,12,0,0,0,0,3,0,0,5,9,28,5,0,0,0,0,0,0,0,0,0,5,196,13,5,3,0,3,4,0,5,14,234,0,0,0,0,0,0,0,0,0,0,0,1247,51,21,4,5,3,4,0,5,41,1374,1515,29,21,0,3,0,5,7,0,47,1629,247,3,5,3,0,0,0,0,0,4,258,21,0,0,0,0,0,0,3,0,0,29,3,0,0,0,0,0,0,0,0,0,3,268,3,7,3,0,0,0,3,0,4,287,6,0,0,0,0,0,0,0,0,0,7,1788,33,27,3,7,0,5,9,0,57,1927,761,13,8,3,0,0,0,0,0,31,821,126,3,0,0,0,0,0,0,0,4,133,20,0,3,0,0,0,0,0,0,3,26,3,0,0,0,0,0,0,0,0,0,3,144,3,3,0,0,0,0,0,0,8,158,3,0,0,0,0,0
LGA18400,0,0,0,0,0,4,251,18,7,0,0,0,0,0,0,0,3,26,3,0,0,0,0,0,0,0,0,0,3,255,10,3,0,0,3,0,0,0,10,284,0,0,0,0,0,0,0,0,0,0,0,1159,28,13,0,0,6,3,3,3,41,1250,791,6,3,0,0,4,0,0,0,35,842,232,6,0,0,0,0,0,0,0,3,248,30,0,4,0,0,0,0,0,0,0,37,3,0,0,0,0,0,0,0,0,0,3,267,10,4,0,0,0,0,0,0,6,284,6,0,0,0,0,0,0,0,0,0,6,1063,15,3,0,0,3,0,0,0,44,1135,375,7,0,0,0,0,0,3,0,17,403,113,0,0,0,0,0,0,0,0,7,121,19,0,0,0,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,11,149,3,0,0,0,0,0
LGA18450,12,5,9,5,3,59,2429,443,58,41,8,12,22,12,13,10,26,642,30,3,0,0,0,0,0,0,0,3,41,2703,123,78,9,18,28,21,24,16,89,3111,9,0,0,0,0,0,0,0,0,0,6,6291,201,127,20,26,37,27,25,17,190,6950,3620,35,33,3,3,9,7,8,0,122,3832,2178,12,7,0,0,3,3,0,0,53,2269,753,21,22,4,6,8,4,12,6,34,873,30,0,0,0,0,0,0,0,0,4,34,2962,32,27,7,6,9,6,7,11,94,3172,22,0,0,0,0,0,0,0,0,12,34,6603,68,61,9,10,16,10,16,9,223,7035,2086,6,16,0,0,4,0,0,0,83,2207,1515,0,0,0,3,0,0,0,0,60,1583,1067,16,12,0,3,11,0,0,0,55,1178,23,0,0,0,0,0,0,0,0,42,66,2607,23,19,0,3,11,0,0,4,161,2822,13,0,0,0,0,0
LGA18500,0,5,0,3,0,11,583,29,8,6,0,3,0,3,3,6,4,60,4,0,0,0,0,0,0,0,0,0,5,540,42,21,4,3,5,3,7,4,17,648,0,0,0,0,0,0,0,0,0,0,3,1868,133,68,11,16,13,17,19,8,51,2206,1444,52,27,5,4,4,5,7,8,30,1593,571,11,0,0,0,3,0,0,0,11,600,43,4,7,0,4,0,0,0,0,0,62,3,0,0,0,0,0,0,0,0,0,3,618,10,11,5,4,0,0,0,3,11,664,3,0,0,0,0,0,0,0,0,0,3,2062,66,34,11,7,6,6,8,4,43,2258,702,44,17,0,3,3,0,0,0,16,788,294,5,3,0,0,0,0,0,0,11,319,43,5,3,0,0,0,0,3,0,3,57,0,0,0,0,0,0,0,0,0,0,0,341,10,8,0,3,0,0,3,0,11,379,10,0,0,0,0,0
LGA18710,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,7,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,306,14,3,0,0,3,0,3,0,12,343,245,0,0,0,0,0,0,0,0,5,249,50,0,0,0,0,0,0,0,0,0,47,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,54,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0,8,310,90,0,0,0,0,0,0,0,0,5,98,22,0,0,0,0,0,0,0,0,0,22,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,27,3,0,0,0,0,0
LGA19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19499,0,0,0,0,0,3,77,16,0,4,0,0,3,0,0,0,5,29,4,0,0,0,0,0,0,0,0,0,3,74,4,9,0,0,3,0,0,0,14,105,0,0,0,0,0,0,0,0,0,35,35,250,15,21,3,0,6,0,3,5,55,355,177,15,0,0,0,0,0,0,8,7,214,30,0,0,0,0,0,0,0,0,3,38,9,4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,39,4,0,0,0,0,0,0,0,5,51,0,0,0,0,0,0,0,0,0,11,15,219,18,0,0,0,0,0,0,8,26,270,42,0,0,0,0,0,0,0,0,0,48,9,0,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,3,3,20,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,7,5,3,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,8,22,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,10,33,19,0,0,0,0,0,0,3,0,8,31,8,0,0,0,0,0,0,0,0,3,15,4,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,19,0,3,0,0,0,0,0,0,4,27,0,0,0,0,0,0,0,0,0,0,0,39,0,3,0,0,0,0,3,0,12,54,0,0,0,0,0,0,4,0,0,0,6,11,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
